89141:
 num     #instances         #bytes  class name (module)
 391:           535          12840  java.util.Arrays$ArrayList (java.base@25.0.3)
 392:           401          12832  java.lang.ref.ReferenceQueue (java.base@25.0.3)
 393:           534          12816  com.google.common.collect.ImmutableSortedAsList
 394:           801          12816  com.google.common.collect.ImmutableSortedMap$1EntrySet$1
 395:           534          12816  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda/0x000010000127f0b8
 396:           158          12640  net.minecraft.world.entity.EntityType
 397:           768          12288  net.minecraft.world.level.block.state.BlockBehaviour$Properties$$Lambda/0x000010000144d828
 398:           305          12200  org.objectweb.asm.tree.LdcInsnNode
 399:           378          12096  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1
 400:           300          12000  it.unimi.dsi.fastutil.ints.Int2ObjectMaps$SynchronizedMap
 401:           136          11968  net.minecraft.core.MappedRegistry
 402:           299          11960  org.apache.logging.log4j.core.Logger$PrivateConfig
 403:           148          11840  sun.security.x509.X509CertImpl (java.base@25.0.3)
 404:           729          11664  net.minecraft.util.parsing.packrat.Term$Maybe
 405:           360          11520  jdk.jfr.SettingDescriptor (jdk.jfr@25.0.3)
 406:           360          11520  jdk.jfr.internal.Control (jdk.jfr@25.0.3)
 407:           472          11312  [Ljava.security.cert.Certificate; (java.base@25.0.3)
 408:           280          11200  net.minecraft.world.level.levelgen.structure.BoundingBox
 409:           280          11200  sun.security.util.KnownOIDs (java.base@25.0.3)
 410:           699          11184  java.lang.Float (java.base@25.0.3)
 411:           347          11104  org.objectweb.asm.tree.InnerClassNode
 412:           459          11016  com.mojang.serialization.codecs.ListCodec
 413:           341          10912  jdk.internal.math.FDBigInteger (java.base@25.0.3)
 414:           226          10848  net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd
 415:           451          10824  sun.security.x509.AlgorithmId (java.base@25.0.3)
 416:           335          10720  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda/0x0000100001291ac0
 417:           335          10720  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda/0x0000100001291d10
 418:           267          10680  com.google.common.collect.MapMakerInternalMap$WeakKeyStrongValueEntry
 419:           222          10656  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@25.0.3)
 420:           656          10496  com.mojang.serialization.MapCodec$MapCodecCodec
 421:            50          10400  [Lcom.mojang.math.OctahedralGroup;
 422:           260          10400  java.lang.invoke.DirectMethodHandle$Interface (java.base@25.0.3)
 423:           130          10400  java.net.URI (java.base@25.0.3)
 424:           426          10224  java.util.ArrayDeque (java.base@25.0.3)
 425:           319          10208  net.minecraft.world.item.crafting.StonecutterRecipe
 426:            15          10200  net.minecraft.world.entity.animal.turtle.Turtle
 427:           420          10080  java.util.Collections$SetFromMap (java.base@25.0.3)
 428:           625          10000  net.minecraft.world.level.chunk.status.ChunkStatusTasks$$Lambda/0x0000100002235cf8
 429:           300           9984  [Lsun.security.x509.RDN; (java.base@25.0.3)
 430:           413           9912  java.util.function.Function$$Lambda/0x00001000012f0910 (java.base@25.0.3)
 431:           412           9888  net.minecraft.advancements.predicates.entity.EntityPredicate
 432:           617           9872  net.minecraft.world.level.levelgen.structure.templatesystem.StructureProcessorList
 433:           122           9760  java.util.zip.ZipFile$Source (java.base@25.0.3)
 434:           406           9744  net.minecraft.world.item.trading.TradeCost
 435:           304           9728  java.util.zip.ZipFile$CleanableResource (java.base@25.0.3)
 436:           300           9600  com.mojang.datafixers.types.families.RecursiveTypeFamily
 437:           150           9600  it.unimi.dsi.fastutil.objects.Reference2IntOpenHashMap
 438:           299           9568  org.apache.logging.log4j.core.Logger
 439:           597           9552  net.minecraft.util.datafix.schemas.V2501$$Lambda/0x00001000018017c8
 440:           596           9536  com.mojang.serialization.Codec$$Lambda/0x00001000012a46c0
 441:           596           9536  com.mojang.serialization.Codec$$Lambda/0x00001000012a4910
 442:           238           9520  java.lang.invoke.BoundMethodHandle$Species_I (java.base@25.0.3)
 443:           591           9456  it.unimi.dsi.fastutil.ints.IntLists$Singleton
 444:           236           9440  net.minecraft.world.item.Item
 445:           387           9288  net.minecraft.world.level.storage.loot.predicates.LootItemEntityPropertyCondition
 446:           578           9248  net.minecraft.world.level.levelgen.SurfaceRules$StateRule
 447:           229           9160  com.mojang.datafixers.types.templates.TaggedChoice
 448:           190           9120  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@25.0.3)
 449:           380           9120  net.minecraft.advancements.predicates.MinMaxBounds$Bounds
 450:           378           9072  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda/0x00001000013c4d30
 451:           378           9072  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda/0x00001000013c4f80
 452:           377           9048  net.minecraft.world.phys.shapes.CubeVoxelShape
 453:           188           9024  java.util.TreeMap (java.base@25.0.3)
 454:           281           8992  net.minecraft.world.entity.ai.attributes.AttributeModifier
 455:           558           8928  net.minecraft.util.datafix.schemas.V4067$$Lambda/0x0000100001821e20
 456:           370           8880  java.lang.module.ModuleDescriptor$Exports (java.base@25.0.3)
 457:           369           8856  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay
 458:           221           8840  net.minecraft.world.level.levelgen.SurfaceRules$NoiseThresholdConditionSource
 459:           362           8688  com.google.common.collect.RegularImmutableMap$KeySet
 460:           360           8640  jdk.jfr.internal.EventControl$NamedControl (jdk.jfr@25.0.3)
 461:           356           8544  java.security.Provider$UString (java.base@25.0.3)
 462:           213           8520  java.lang.classfile.Opcode (java.base@25.0.3)
 463:           354           8496  com.llamalad7.mixinextras.lib.antlr.runtime.atn.EpsilonTransition
 464:           177           8496  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@25.0.3)
 465:           530           8480  net.minecraft.util.parsing.packrat.Term$1
 466:            27           8448  [Lcom.llamalad7.mixinextras.lib.antlr.runtime.dfa.DFAState;
 467:           525           8400  net.minecraft.world.level.levelgen.DensityFunctions$Spline$Coordinate
 468:           346           8304  java.util.zip.Inflater$InflaterZStreamRef (java.base@25.0.3)
 469:           148           8288  sun.security.x509.X509CertInfo (java.base@25.0.3)
 470:           257           8224  net.fabricmc.loader.impl.lib.classtweaker.impl.AccessWidenerImpl
 471:           512           8192  com.google.common.cache.LocalCache$StrongValueReference
 472:           340           8160  java.util.regex.Pattern$GroupTail (java.base@25.0.3)
 473:           255           8160  net.minecraft.world.entity.ai.goal.WrappedGoal
 474:           204           8160  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@25.0.3)
 475:           339           8136  java.util.regex.Pattern$GroupHead (java.base@25.0.3)
 476:            91           8008  java.util.regex.Pattern (java.base@25.0.3)
 477:           320           7960  [Ljava.lang.reflect.Constructor; (java.base@25.0.3)
 478:           331           7944  java.util.regex.Pattern$BmpCharProperty (java.base@25.0.3)
 479:           329           7896  java.time.LocalDateTime (java.base@25.0.3)
 480:           489           7824  net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder
 481:           319           7656  net.minecraft.world.item.crafting.SelectableRecipe
 482:           319           7656  net.minecraft.world.item.crafting.SelectableRecipe$SingleInputEntry
 483:           319           7656  net.minecraft.world.item.crafting.display.StonecutterRecipeDisplay
 484:           319           7656  org.spongepowered.asm.mixin.transformer.MixinInfo$DeclaredTarget
 485:           143           7632  [Ljava.lang.reflect.Field; (java.base@25.0.3)
 486:           237           7584  jdk.internal.loader.URLClassPath$JarLoader (java.base@25.0.3)
 487:           187           7480  net.minecraft.server.jsonrpc.api.Schema
 488:           311           7464  java.util.Date (java.base@25.0.3)
 489:           186           7440  java.io.FileDescriptor (java.base@25.0.3)
 490:           310           7440  net.minecraft.world.level.levelgen.placement.PlacedFeature
 491:           232           7424  org.apache.logging.log4j.core.config.plugins.processor.PluginEntry
 492:           154           7392  net.minecraft.world.level.levelgen.synth.PerlinNoise
 493:           153           7344  sun.security.util.MemoryCache$SoftCacheEntry (java.base@25.0.3)
 494:           302           7248  java.util.Collections$UnmodifiableRandomAccessList (java.base@25.0.3)
 495:           296           7104  net.minecraft.advancements.predicates.StatePropertiesPredicate$PropertyMatcher
 496:           126           7056  java.io.FileCleanable (java.base@25.0.3)
 497:           289           6936  org.apache.logging.slf4j.Log4jLogger
 498:           172           6880  net.minecraft.util.datafix.schemas.NamespacedSchema
 499:           143           6864  com.google.common.collect.HashBiMap$Node
 500:           283           6792  com.mojang.datafixers.types.templates.CompoundList
 501:           276           6624  net.minecraft.world.level.storage.loot.predicates.LootItemBlockStatePropertyCondition
 502:           204           6528  net.minecraft.util.parsing.packrat.Term$RepeatedWithSeparator
 503:           163           6520  org.spongepowered.asm.util.ClassSignature$Lazy
 504:           403           6448  java.lang.ref.ReferenceQueue$Lock (java.base@25.0.3)
 505:           160           6400  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda/0x00001000013e9690
 506:           160           6400  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$7
 507:           200           6400  net.minecraft.world.entity.EntityDimensions
 508:           265           6360  com.llamalad7.mixinextras.lib.antlr.runtime.atn.AtomTransition
 509:           265           6360  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@25.0.3)
 510:           263           6312  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@25.0.3)
 511:           263           6312  net.minecraft.advancements.predicates.ContextAwarePredicate
 512:           262           6288  net.minecraft.world.level.storage.loot.functions.LootItemFunctions$$Lambda/0x0000100001f3eb78
 513:           256           6144  net.minecraft.world.level.levelgen.feature.ConfiguredFeature
